Date,State_Name,SL_No,District_Name,Sanction_Date,Reported_Month_Year,PO_IHHL_BPL,PO_IHHL_APL,PO_IHHL_TOTAL,PO_SCW,PO_School_Toilets,PO_Anganwadi_Toilets,PO_RSM,PO_PC,PP_IHHL_BPL,PP_IHHL_APL,PP_IHHL_TOTAL,PP_SCW,PP_School_Toilets,PP_Anganwadi_Toilets,PP_RSM,PP_PC
03-12-2012,ANDHRA PRADESH,1,ADILABAD,11-06-2001,Oct-12,247475,148181,395656,0,4462,427,10,0,171179,52431,223610,0,4462,192,0,0
03-12-2012,ANDHRA PRADESH,2,ANANTAPUR,11-06-2001,Nov-12,363314,181335,544649,0,3421,284,10,0,366557,42000,408557,0,4258,302,0,0
03-12-2012,ANDHRA PRADESH,3,CHITTOOR,28-03-2000,Nov-12,296465,236986,533451,0,8171,375,10,0,260108,139905,400013,0,8171,375,11,0
03-12-2012,ANDHRA PRADESH,4,CUDDAPAH,02-05-2003,Nov-12,251653,251610,503263,0,6802,277,10,0,235386,124993,360379,0,5002,277,0,0
03-12-2012,ANDHRA PRADESH,5,EAST GODAVARI,23-04-2002,Nov-12,370255,191400,561655,50,7004,1164,10,0,343451,191400,534851,49,7004,732,20,0
03-12-2012,ANDHRA PRADESH,6,GUNTUR,23-04-2002,Nov-12,370996,319053,690049,0,5346,215,10,0,269512,85950,355462,0,5004,215,37,0
03-12-2012,ANDHRA PRADESH,7,KARIMNAGAR,13-02-2003,Nov-12,365267,219763,585030,0,5848,298,10,0,354519,62995,417514,0,5848,298,13,0
03-12-2012,ANDHRA PRADESH,8,KHAMMAM,25-11-1999,Oct-12,189225,4860,194085,0,6318,521,10,0,175125,4870,179995,0,6318,521,15,10
03-12-2012,ANDHRA PRADESH,9,KRISHNA,13-02-2003,Nov-12,351572,175991,527563,17,3374,62,10,0,316950,104197,421147,8,3374,171,40,0
03-12-2012,ANDHRA PRADESH,10,KURNOOL,23-04-2002,Nov-12,383478,129956,513434,0,4669,2111,10,0,310629,173773,484402,13,4669,213,49,0
03-12-2012,ANDHRA PRADESH,11,MAHBUBNAGAR,11-06-2001,Nov-12,418559,66032,484591,3,5433,357,10,0,228726,263280,492006,9,5434,357,15,0
03-12-2012,ANDHRA PRADESH,12,MEDAK,13-02-2003,Nov-12,311743,96490,408233,50,5446,1873,10,0,306495,47977,354472,8,4752,760,10,0
03-12-2012,ANDHRA PRADESH,13,NALGONDA,03-03-2000,Nov-12,215058,156761,371819,0,6628,44,10,0,211533,87693,299226,0,6015,300,10,10
03-12-2012,ANDHRA PRADESH,14,NELLORE,11-06-2001,Nov-12,226725,116678,343403,0,6415,1396,10,0,166236,19462,185698,0,5760,465,0,0
03-12-2012,ANDHRA PRADESH,15,NIZAMABAD,11-06-2001,Nov-12,225519,9474,234993,0,2477,32,10,0,225519,64759,290278,0,2477,32,36,0
03-12-2012,ANDHRA PRADESH,16,PRAKASAM,03-03-2000,Nov-12,386617,193493,580110,0,7224,780,10,0,297643,141608,439251,0,6772,690,41,0
03-12-2012,ANDHRA PRADESH,17,RANGAREDDI,02-05-2003,Nov-12,212629,71610,284239,0,3726,467,10,0,172162,69147,241309,0,3726,467,10,0
03-12-2012,ANDHRA PRADESH,18,SRIKAKULAM,02-05-2003,Nov-12,302221,225272,527493,40,6398,266,10,0,113666,82270,195936,11,5556,128,15,3
03-12-2012,ANDHRA PRADESH,19,VISAKHAPATNAM,02-05-2003,Nov-12,252875,156460,409335,20,5074,0,10,0,178476,75765,254241,20,6378,451,0,0
03-12-2012,ANDHRA PRADESH,20,VIZIANAGARAM,11-06-2001,Nov-12,220051,245678,465729,10,2999,1668,10,0,166474,159984,326458,7,3368,350,12,0
03-12-2012,ANDHRA PRADESH,21,WARANGAL,23-04-2002,Nov-12,330260,138180,468440,0,4122,2157,10,0,359732,345450,705182,0,4122,396,0,0
03-12-2012,ANDHRA PRADESH,22,WEST GODAVARI,12-03-2003,Nov-12,344272,294425,638697,385,4551,216,10,0,303504,294425,597929,837,4118,316,97,0
03-12-2012,ANDHRA PRADESH,22,Total,,,6636229,3629688,10265917,575,115908,14990,220,0,5533582,2634334,8167916,962,112588,8008,431,23
03-12-2012,ARUNACHAL PRADESH,1,ANJAW,15-01-2008,Oct-12,3232,0,3232,8,44,46,1,0,1480,0,1480,1,48,48,0,0
03-12-2012,ARUNACHAL PRADESH,2,CHANGLANG,23-11-2005,Oct-12,15716,2799,18515,25,384,250,0,0,6785,2450,9235,19,384,218,1,0
03-12-2012,ARUNACHAL PRADESH,3,DIBANG VALLEY,29-01-2002,Sep-12,1085,0,1085,0,102,27,0,0,1088,0,1088,0,40,10,0,0
03-12-2012,ARUNACHAL PRADESH,4,EAST KAMENG,23-11-2005,Sep-12,7016,1280,8296,25,288,216,0,0,4626,1280,5906,2,288,216,0,0
03-12-2012,ARUNACHAL PRADESH,5,EAST SIANG,23-11-2005,Oct-12,8222,4723,12945,25,244,42,6,0,4487,1412,5899,0,244,50,0,0
03-12-2012,ARUNACHAL PRADESH,6,KURUNG KUMEY,23-11-2005,Oct-12,22036,0,22036,30,684,164,0,0,11671,0,11671,2,684,164,0,0
03-12-2012,ARUNACHAL PRADESH,7,LOHIT,03-03-2000,Nov-12,8800,0,8800,26,240,182,0,0,8410,1129,9539,23,240,182,1,0
03-12-2012,ARUNACHAL PRADESH,8,LOWER DIBANG VALLEY,15-01-2008,Oct-12,2366,1200,3566,0,134,82,0,0,1513,1200,2713,0,134,82,0,0
03-12-2012,ARUNACHAL PRADESH,9,LOWER SUBANSIRI,23-11-2005,Nov-12,5766,1164,6930,26,232,119,3,0,3807,1164,4971,13,232,119,3,0
03-12-2012,ARUNACHAL PRADESH,10,PAPUM PARE,23-11-2005,Oct-12,1268,3778,5046,17,140,113,8,0,267,3778,4045,3,140,113,0,0
03-12-2012,ARUNACHAL PRADESH,11,TAWANG,23-11-2005,Oct-12,5478,1210,6688,21,156,91,4,0,3965,1210,5175,9,156,75,1,0
03-12-2012,ARUNACHAL PRADESH,12,TIRAP,23-11-2005,Oct-12,5780,470,6250,25,304,150,6,0,4808,460,5268,14,304,150,0,0
03-12-2012,ARUNACHAL PRADESH,13,UPPER SIANG,23-11-2005,Oct-12,2634,964,3598,15,154,50,4,0,1580,964,2544,9,154,50,0,0
03-12-2012,ARUNACHAL PRADESH,14,UPPER SUBANSIRI,29-01-2002,Oct-12,9045,461,9506,25,154,221,3,0,5787,461,6248,2,156,178,0,0
03-12-2012,ARUNACHAL PRADESH,15,WEST KAMENG,23-11-2005,Oct-12,5644,252,5896,25,306,111,4,0,3744,252,3996,22,306,111,0,0
03-12-2012,ARUNACHAL PRADESH,16,WEST SIANG,03-03-2000,Nov-12,11472,0,11472,25,378,2,0,0,6862,0,6862,5,378,20,0,0
03-12-2012,ARUNACHAL PRADESH,16,Total,,,115560,18301,133861,318,3944,1866,39,0,70880,15760,86640,124,3888,1786,6,0
03-12-2012,ASSAM,1,BAGSHA,15-01-2008,Oct-12,85697,63785,149482,15,1789,69,3,0,71335,21623,92958,15,1789,69,3,0
03-12-2012,ASSAM,2,BARPETA,17-05-2005,Oct-12,150747,93069,243816,0,1806,175,10,0,98521,33429,131950,0,2038,175,0,0
03-12-2012,ASSAM,3,BONGAIGAON,31-07-2006,Nov-12,51929,39654,91583,15,1222,59,3,0,5116,8839,13955,0,1252,59,0,0
03-12-2012,ASSAM,4,CACHAR,18-09-2001,Nov-12,119931,46293,166224,0,1839,1697,0,0,97076,18279,115355,1,1873,985,2,92
03-12-2012,ASSAM,5,CHIRANG,15-01-2008,Aug-12,29956,20899,50855,10,778,38,2,0,13386,2542,15928,3,778,38,2,0
03-12-2012,ASSAM,6,DARRANG,21-06-2007,Nov-12,86628,25633,112261,25,673,539,5,0,44070,6448,50518,0,673,243,0,0
03-12-2012,ASSAM,7,DHEMAJI,17-05-2005,Oct-12,80854,18546,99400,10,871,230,5,0,53745,15364,69109,10,884,230,5,4
03-12-2012,ASSAM,8,DHUBRI,18-09-2001,Nov-12,205324,42052,247376,50,1016,1902,2,0,112719,8690,121409,0,1181,576,4,9
03-12-2012,ASSAM,9,DIBRUGARH,14-01-2004,Nov-12,77606,45384,122990,0,969,900,4,0,69880,36621,106501,0,969,559,4,0
03-12-2012,ASSAM,10,GOALPARA,18-09-2001,Nov-12,65070,21747,86817,0,1840,951,3,0,53846,11252,65098,1,1840,804,3,4
03-12-2012,ASSAM,11,GOLAGHAT,17-05-2005,Nov-12,79743,27031,106774,0,1248,119,6,0,77734,22564,100298,0,1249,122,6,0
03-12-2012,ASSAM,12,HAILAKANDI,14-01-2004,Nov-12,49837,12445,62282,0,1140,35,4,0,49837,10570,60407,0,1140,35,4,0
03-12-2012,ASSAM,13,JORHAT,07-02-2000,Nov-12,65070,21747,86817,0,1840,951,6,0,47625,21710,69335,0,1850,701,3,1
03-12-2012,ASSAM,14,KAMRUP,07-02-2000,Nov-12,85785,52723,138508,0,521,1531,0,0,84338,21281,105619,0,521,975,0,0
03-12-2012,ASSAM,15,KARBI ANGLONG,18-09-2001,Aug-12,60953,19293,80246,0,3304,1406,4,0,9678,407,10085,0,2310,216,0,0
03-12-2012,ASSAM,16,KARIMGANJ,18-09-2001,Oct-12,78992,15409,94401,14,1051,912,3,0,72700,15409,88109,0,1054,623,1,0
03-12-2012,ASSAM,17,KOKRAJHAR,11-03-2005,Nov-12,84830,35087,119917,0,1157,146,3,0,73768,19568,93336,0,1224,146,2,1
03-12-2012,ASSAM,18,LAKHIMPUR,14-01-2004,Oct-12,73224,22938,96162,0,1432,276,4,0,60821,3900,64721,0,1432,276,7,3
03-12-2012,ASSAM,19,MARIGAON,18-09-2001,Oct-12,60770,105564,166334,0,326,797,3,0,56403,34647,91050,0,505,596,2,0
03-12-2012,ASSAM,20,NAGAON,15-07-2005,Oct-12,168391,60850,229241,0,2468,621,10,0,153313,12336,165649,0,2468,621,0,0
03-12-2012,ASSAM,21,NALBARI,18-09-2001,Nov-12,88093,127387,215480,0,282,710,5,0,51729,20039,71768,0,282,597,0,0
03-12-2012,ASSAM,22,NORTH CACHAR HILLS,31-07-2006,Aug-12,21328,1102,22430,0,810,194,5,0,5398,0,5398,0,34,16,0,0
03-12-2012,ASSAM,23,SIBSAGAR,18-03-2002,Oct-12,74686,52367,127053,0,2135,935,4,0,59355,21680,81035,0,2135,935,1,8
03-12-2012,ASSAM,24,SONITPUR,07-02-2000,Oct-12,120048,93032,213080,42,1951,607,6,0,95189,23162,118351,3,1951,607,3,0
03-12-2012,ASSAM,25,TINSUKIA,17-05-2005,Oct-12,68774,29814,98588,0,870,623,8,0,55488,23999,79487,0,870,574,8,0
03-12-2012,ASSAM,26,UDALGURI,15-01-2008,Oct-12,85751,67169,152920,30,1434,396,7,0,46276,13584,59860,30,1434,202,1,0
03-12-2012,ASSAM,26,Total,,,2220017,1161020,3381037,211,34772,16819,115,0,1619346,427943,2047289,63,33736,10980,61,122
03-12-2012,BIHAR,1,ARARIA,12-03-2003,Nov-12,100000,74194,174194,50,1594,42,10,0,59688,3456,63144,0,763,2,10,1
03-12-2012,BIHAR,2,ARWAL,20-02-2006,Nov-12,50500,43853,94353,50,848,53,5,0,30107,6270,36377,14,747,9,1,0
03-12-2012,BIHAR,3,AURANGABAD,23-11-2005,Nov-12,123115,90829,213944,50,3060,463,10,0,50332,15022,65354,23,1374,107,0,12
03-12-2012,BIHAR,4,BANKA,22-03-2001,Nov-12,82439,0,82439,75,2764,386,10,0,46405,15321,61726,31,2673,64,0,11
03-12-2012,BIHAR,5,BEGUSARAI,18-03-2002,Nov-12,192877,192877,385754,333,2156,724,10,0,163339,26975,190314,305,1868,194,80,4
03-12-2012,BIHAR,6,BHAGALPUR,12-03-2003,Nov-12,154950,187409,342359,50,2602,1331,10,0,85325,22984,108309,66,2415,15,2,2
03-12-2012,BIHAR,7,BHOJPUR,17-05-2005,Nov-12,164410,131472,295882,50,3350,319,10,0,78978,52599,131577,0,2773,212,7,7
03-12-2012,BIHAR,8,BUXAR,23-11-2005,Nov-12,85268,78398,163666,50,1654,96,10,0,33717,39744,73461,20,1220,96,12,3
03-12-2012,BIHAR,9,DARBHANGA,12-03-2003,Nov-12,360250,282960,643210,50,3492,488,10,0,131057,39430,170487,0,1960,127,23,11
03-12-2012,BIHAR,10,GAYA,22-03-2001,Nov-12,295670,109655,405325,50,4742,1310,10,0,100595,32919,133514,0,4262,65,10,22
03-12-2012,BIHAR,11,GOPALGANJ,20-02-2006,Nov-12,145610,56156,201766,50,2334,848,10,0,56828,24324,81152,10,2242,114,10,2
03-12-2012,BIHAR,12,JAMUI,15-07-2005,Nov-12,109377,118537,227914,50,2042,323,10,0,38704,11114,49818,2,2042,94,10,10
03-12-2012,BIHAR,13,JEHANABAD,15-07-2005,Nov-12,52100,40435,92535,50,1372,405,7,0,24827,10441,35268,7,1198,29,0,7
03-12-2012,BIHAR,14,KAIMUR(BHABUA),17-05-2005,Nov-12,82439,82641,165080,50,1810,355,10,0,40994,13101,54095,21,1810,55,0,10
03-12-2012,BIHAR,15,KATIHAR,18-03-2002,Nov-12,252534,150055,402589,52,2684,182,10,0,163430,36962,200392,41,2310,49,0,0
03-12-2012,BIHAR,16,KHAGARIA,20-02-2006,Nov-12,133528,69746,203274,50,1358,169,10,0,60364,14498,74862,47,1133,38,2,10
03-12-2012,BIHAR,17,KISHANGANJ,20-02-2006,Nov-12,108000,116799,224799,50,1429,88,10,0,65308,12207,77515,3,1197,22,0,26
03-12-2012,BIHAR,18,LAKHISARAI,20-02-2006,Nov-12,84742,74314,159056,50,988,252,7,0,35579,19821,55400,2,595,48,10,0
03-12-2012,BIHAR,19,MADHEPURA,20-02-2006,Nov-12,129796,119115,248911,50,1850,207,13,0,82687,22993,105680,2,1754,86,0,40
03-12-2012,BIHAR,20,MADHUBANI,18-03-2002,Nov-12,67482,69746,137228,63,4572,1127,10,0,67482,31086,98568,18,1452,280,5,5
03-12-2012,BIHAR,21,MUNGER,20-02-2006,Nov-12,86197,45296,131493,50,1334,310,10,0,24495,4393,28888,4,1168,21,0,14
03-12-2012,BIHAR,22,MUZAFFARPUR,11-06-2001,Nov-12,333183,278964,612147,101,5302,740,10,0,319413,59254,378667,53,5035,148,0,22
03-12-2012,BIHAR,23,NALANDA,12-03-2003,Nov-12,152866,157933,310799,94,3608,891,10,0,64197,19684,83881,0,2061,170,0,20
03-12-2012,BIHAR,24,NAWADA,20-02-2006,Oct-12,165884,69176,235060,50,2348,436,10,0,63605,14454,78059,7,2292,132,14,8
03-12-2012,BIHAR,25,PASHCHIM CHAMPARAN,23-11-2005,Nov-12,219434,10832,230266,50,3578,318,10,0,113015,26306,139321,0,2893,59,0,40
03-12-2012,BIHAR,26,PATNA,22-03-2001,Nov-12,220881,212726,433607,50,6670,553,10,0,151850,56138,207988,2,4891,289,32,67
03-12-2012,BIHAR,27,PURBA CHAMPARAN,22-03-2001,Nov-12,286090,246155,532245,94,4368,282,10,0,133354,21184,154538,45,3050,106,97,128
03-12-2012,BIHAR,28,PURNIA,20-02-2006,Nov-12,171263,282408,453671,50,2484,175,10,0,122725,26128,148853,8,1110,38,0,66
03-12-2012,BIHAR,29,SAHARSA,20-02-2006,Nov-12,101440,139000,240440,50,1554,256,10,0,79643,13317,92960,6,1448,35,10,14
03-12-2012,BIHAR,30,SAMASTIPUR,12-03-2003,Nov-12,335606,257444,593050,50,4936,559,10,0,154554,29513,184067,0,3340,384,25,25
03-12-2012,BIHAR,31,SARAN,11-06-2001,Nov-12,189465,283058,472523,50,3798,344,10,0,114505,60660,175165,5,3390,0,0,27
03-12-2012,BIHAR,32,SASARAM(ROHTAS),23-11-2005,Nov-12,180000,233378,413378,50,3208,476,10,0,97582,73094,170676,2,2812,87,0,0
03-12-2012,BIHAR,33,SHEIKHPURA,20-02-2006,Nov-12,44073,20595,64668,50,896,220,6,0,18697,10900,29597,4,740,19,12,0
03-12-2012,BIHAR,34,SHEOHAR,20-02-2006,Nov-12,58032,43996,102028,50,581,66,5,0,33644,13153,46797,5,581,66,6,0
03-12-2012,BIHAR,35,SITAMARHI,12-03-2003,Nov-12,294276,136865,431141,50,2750,173,10,0,34214,14920,49134,50,2116,8,15,15
03-12-2012,BIHAR,36,SIWAN,17-05-2005,Nov-12,234450,136765,371215,50,3124,702,10,0,99693,42956,142649,1,3048,242,6,0
03-12-2012,BIHAR,37,SUPAUL,20-02-2006,Nov-12,156954,136428,293382,50,1804,257,11,0,60923,10962,71885,11,1790,45,0,0
03-12-2012,BIHAR,38,VAISHALI,25-11-1999,Nov-12,190598,195325,385923,50,3224,518,10,0,191409,88284,279693,12,2593,186,1,95
03-12-2012,BIHAR,38,Total,,,6195779,4975535,11171314,2362,102268,16444,364,0,3293264,1036567,4329831,827,80146,3741,400,724
03-12-2012,CHHATTISGARH,1,BASTAR(JAGDALPUR),20-02-2006,Nov-12,127241,103140,230381,50,6078,1338,14,0,66163,49079,115242,36,6572,1338,1,0
03-12-2012,CHHATTISGARH,2,BILASPUR,07-11-2003,Nov-12,205812,171198,377010,50,4263,1471,7,3,119510,98428,217938,23,4263,1471,10,0
03-12-2012,CHHATTISGARH,3,DANTEWADA,20-02-2003,Oct-12,84452,30459,114911,20,2435,1020,5,0,36962,12370,49332,7,2435,951,2,2
03-12-2012,CHHATTISGARH,4,DHAMTARI,15-07-2005,Nov-12,38501,73490,111991,50,1810,321,10,0,32195,44029,76224,1,1810,321,3,3
03-12-2012,CHHATTISGARH,5,DURG,11-06-2001,Oct-12,101957,307630,409587,47,2436,300,10,0,64605,109010,173615,18,2735,306,12,0
03-12-2012,CHHATTISGARH,6,JANJGIR - CHAMPA,17-05-2005,Oct-12,111603,83716,195319,50,2908,52,10,0,66521,70155,136676,84,2908,54,0,0
03-12-2012,CHHATTISGARH,7,JASHPUR,20-02-2006,Oct-12,56623,76903,133526,24,3226,339,0,0,54486,44440,98926,4,3226,339,0,0
03-12-2012,CHHATTISGARH,8,KANKER,15-07-2005,Aug-12,50835,60565,111400,50,1737,344,10,0,41245,32889,74134,20,1737,453,0,0
03-12-2012,CHHATTISGARH,9,KAWARDHA(KABIRDHAM),20-02-2006,Oct-12,53025,46800,99825,12,1348,141,4,0,39119,26497,65616,12,1348,141,0,0
03-12-2012,CHHATTISGARH,10,KORBA,11-03-2005,Nov-12,50691,74471,125162,50,3618,1223,0,0,63983,47315,111298,17,3618,1223,5,5
03-12-2012,CHHATTISGARH,11,KORIYA,20-02-2006,Nov-12,38296,39493,77789,15,2282,952,5,0,30664,18345,49009,2,2282,778,0,0
03-12-2012,CHHATTISGARH,12,MAHASAMUND,20-02-2003,Oct-12,98828,81327,180155,50,4083,140,3,0,70062,26358,96420,3,3189,311,2,1
03-12-2012,CHHATTISGARH,13,RAIGARH,20-02-2006,Nov-12,128423,77298,205721,50,2007,942,0,0,75329,26028,101357,46,2007,942,0,0
03-12-2012,CHHATTISGARH,14,RAIPUR,07-11-2003,Oct-12,163722,277297,441019,50,4257,511,12,3,111975,91430,203405,1,4265,610,23,0
03-12-2012,CHHATTISGARH,15,RAJNANDGAON,20-02-2003,Oct-12,89706,117846,207552,0,5285,619,10,0,70319,81911,152230,0,4795,707,8,0
03-12-2012,CHHATTISGARH,16,SURGUJA,31-07-2006,Oct-12,168885,202220,371105,50,4565,498,0,0,140083,74991,215074,5,4565,498,0,0
03-12-2012,CHHATTISGARH,16,Total,,,1568600,1823853,3392453,618,52338,10211,100,6,1083221,853275,1936496,279,51755,10443,66,11
03-12-2012,D & N HAVELI,1,DADRA AND NAGAR HAVELI,01-05-2002,Jun-04,2480,0,2480,12,0,0,1,0,37,0,37,1,0,0,0,0
03-12-2012,D & N HAVELI,1,Total,,,2480,0,2480,12,0,0,1,0,37,0,37,1,0,0,0,0
03-12-2012,GOA,1,NORTH GOA,24-07-2003,May-12,15000,0,15000,150,283,116,0,0,15000,0,15000,0,208,8,0,0
03-12-2012,GOA,2,SOUTH GOA,13-08-2007,May-12,2935,27388,30323,0,448,431,3,0,2031,17522,19553,0,238,50,0,0
03-12-2012,GOA,2,Total,,,17935,27388,45323,150,731,547,3,0,17031,17522,34553,0,446,58,0,0
03-12-2012,GUJARAT,1,AHMEDABAD,23-04-2002,Nov-12,80192,169360,249552,35,920,678,31,0,80192,115848,196040,26,917,473,31,0
03-12-2012,GUJARAT,2,AMRELI,24-09-2004,Nov-12,67802,85978,153780,52,1131,833,10,0,61316,69154,130470,49,936,763,28,0
03-12-2012,GUJARAT,3,ANAND,24-09-2004,Nov-12,72058,65359,137417,52,628,488,1,0,69172,68551,137723,69,628,180,2,0
03-12-2012,GUJARAT,4,BANAS KANTHA,24-09-2004,Nov-12,126536,248418,374954,62,3588,1658,0,0,125171,191490,316661,70,3397,1299,12,0
03-12-2012,GUJARAT,5,BHARUCH,24-09-2004,Nov-12,78463,66044,144507,72,2145,1154,10,0,72714,65313,138027,51,845,883,9,0
03-12-2012,GUJARAT,6,BHAVNAGAR,24-09-2004,Nov-12,31305,87900,119205,54,600,1145,0,0,31458,71913,103371,100,628,839,42,0
03-12-2012,GUJARAT,7,DAHOD,24-09-2004,Sep-12,134798,63693,198491,87,1894,2297,0,0,131790,47474,179264,125,1894,1872,7,0
03-12-2012,GUJARAT,8,DANGS,24-09-2004,Nov-12,27900,16143,44043,40,216,290,0,0,27900,13267,41167,40,216,290,4,1
03-12-2012,GUJARAT,9,GANDHINAGAR,23-04-2002,Nov-12,13830,134168,147998,50,327,842,10,0,10882,55050,65932,49,598,757,4,0
03-12-2012,GUJARAT,10,JAMNAGAR,24-09-2004,Nov-12,45478,121757,167235,150,1877,1435,0,0,47423,122736,170159,75,1005,678,13,0
03-12-2012,GUJARAT,11,JUNAGADH,24-09-2004,Nov-12,56444,155606,212050,50,1424,515,10,0,55750,127323,183073,58,1424,510,14,0
03-12-2012,GUJARAT,12,KACHCHH,24-09-2004,Nov-12,45596,172755,218351,84,1534,377,10,0,35736,84544,120280,100,1372,315,10,0
03-12-2012,GUJARAT,13,KHEDA,24-09-2004,Nov-12,140212,158858,299070,81,2699,2284,10,0,138693,167502,306195,88,2699,2083,22,1
03-12-2012,GUJARAT,14,MAHESANA,07-02-2000,Nov-12,61499,175540,237039,53,1995,1128,10,0,61938,186956,248894,53,706,970,10,0
03-12-2012,GUJARAT,15,NARMADA,24-09-2004,Nov-12,58730,17385,76115,100,659,757,0,0,56427,16487,72914,5,659,550,6,0
03-12-2012,GUJARAT,16,NAVSARI,24-09-2004,Nov-12,75015,91094,166109,45,1347,1369,10,0,75015,78627,153642,52,1347,1118,5,2
03-12-2012,GUJARAT,17,PANCH MAHALS,24-09-2004,Nov-12,156835,223369,380204,61,3272,1578,22,0,153286,138661,291947,91,3272,1388,23,0
03-12-2012,GUJARAT,18,PATAN,11-03-2005,Nov-12,58741,122970,181711,58,760,773,10,0,59162,106684,165846,42,762,765,10,0
03-12-2012,GUJARAT,19,PORBANDAR,27-12-2004,Nov-12,17024,49264,66288,64,715,178,4,0,17024,36376,53400,64,311,110,4,0
03-12-2012,GUJARAT,20,RAJKOT,07-02-2000,Nov-12,78753,187031,265784,71,2532,820,10,0,78821,113458,192279,129,2364,820,14,0
03-12-2012,GUJARAT,21,SABAR KANTHA,24-09-2004,Nov-12,151382,297657,449039,63,3611,1304,0,0,150208,202507,352715,31,3567,1272,10,0
03-12-2012,GUJARAT,22,SURAT,07-02-2000,Nov-12,158797,155542,314339,51,1878,2443,0,0,158797,141737,300534,55,1878,2144,22,0
03-12-2012,GUJARAT,23,SURENDRANAGAR,24-09-2004,Nov-12,83235,181248,264483,55,727,1024,0,0,68572,126304,194876,136,727,850,41,0
03-12-2012,GUJARAT,24,VADODARA,24-09-2004,Nov-12,140958,243750,384708,50,2929,3748,10,0,128973,120270,249243,100,2635,3233,18,0
03-12-2012,GUJARAT,25,VALSAD,24-09-2004,Nov-12,85274,40741,126015,131,1031,1398,0,0,109073,58975,168048,115,978,1145,6,1
03-12-2012,GUJARAT,25,Total,,,2046857,3331630,5378487,1671,40439,30516,168,0,2005493,2527207,4532700,1773,35765,25307,367,5
03-12-2012,HARYANA,1,AMBALA,07-11-2003,Oct-12,43428,67548,110976,65,576,591,6,0,38351,60961,99312,66,576,591,6,0
03-12-2012,HARYANA,2,BHIWANI,29-01-2002,Oct-12,48947,70327,119274,50,344,587,0,0,49247,77427,126674,50,344,587,1,0
03-12-2012,HARYANA,3,FARIDABAD,07-11-2003,Nov-12,22254,83065,105319,76,310,640,5,1,22245,74075,96320,76,338,640,6,1
03-12-2012,HARYANA,4,FATEHABAD,14-01-2004,Oct-12,25642,58681,84323,80,762,460,0,0,24761,56368,81129,65,762,460,6,1
03-12-2012,HARYANA,5,GURGAON,18-03-2002,Nov-12,10522,51888,62410,59,492,399,0,0,14822,51783,66605,59,492,399,0,0
03-12-2012,HARYANA,6,HISAR,07-11-2003,Nov-12,46463,101738,148201,65,805,391,0,0,46463,101738,148201,53,830,430,9,0
03-12-2012,HARYANA,7,JHAJJAR,07-11-2003,Oct-12,22014,72731,94745,67,160,655,0,0,22014,72687,94701,67,160,655,5,0
03-12-2012,HARYANA,8,JIND,14-01-2004,Oct-12,58000,120534,178534,82,233,448,0,0,56361,112627,168988,59,248,448,7,0
03-12-2012,HARYANA,9,KAITHAL,07-11-2003,Oct-12,37046,46392,83438,83,253,8,0,0,36566,63545,100111,83,253,8,0,0
03-12-2012,HARYANA,10,KARNAL,20-10-2000,Oct-12,45973,126699,172672,76,970,582,0,0,46015,118090,164105,76,970,582,5,0
03-12-2012,HARYANA,11,KURUKSHETRA,07-11-2003,Oct-12,30598,67780,98378,100,563,465,0,0,30681,67069,97750,100,563,465,5,0
03-12-2012,HARYANA,12,MAHENDRAGARH,14-01-2004,Oct-12,17500,80000,97500,81,253,554,0,0,17500,80000,97500,81,253,554,1,0
03-12-2012,HARYANA,13,MEWAT,12-10-2006,Oct-12,21875,99024,120899,50,497,185,0,0,18647,45174,63821,50,497,185,5,0
03-12-2012,HARYANA,14,PANCHKULA,14-01-2004,Oct-12,8760,18801,27561,58,126,68,0,0,8760,18801,27561,58,126,97,3,0
03-12-2012,HARYANA,15,PANIPAT,07-11-2003,Oct-12,28000,39720,67720,64,182,216,0,0,28000,39720,67720,60,235,216,10,1
03-12-2012,HARYANA,16,REWARI,20-02-2003,Nov-12,30000,66388,96388,50,694,0,0,0,24623,64704,89327,49,696,19,5,0
03-12-2012,HARYANA,17,ROHTAK,07-11-2003,Oct-12,22171,79851,102022,79,156,17,0,0,22171,77180,99351,79,158,17,2,2
03-12-2012,HARYANA,18,SIRSA,20-02-2003,Oct-12,35400,28111,63511,50,400,354,0,0,35400,28111,63511,50,400,354,4,0
03-12-2012,HARYANA,19,SONIPAT,20-02-2003,Oct-12,29808,94725,124533,50,100,368,5,0,30300,134800,165100,50,100,368,5,4
03-12-2012,HARYANA,20,YAMUNANAGAR,20-10-2000,Oct-12,52539,84491,137030,50,1284,611,0,0,43938,72119,116057,50,1284,611,10,0
03-12-2012,HARYANA,20,Total,,,636940,1458494,2095434,1335,9160,7599,16,1,616865,1416979,2033844,1281,9285,7686,95,9
03-12-2012,HIMACHAL PRADESH,1,BILASPUR,15-07-2005,Nov-12,11931,38738,50669,100,957,500,6,0,12385,39133,51518,33,665,466,0,0
03-12-2012,HIMACHAL PRADESH,2,CHAMBA,17-05-2005,Oct-12,44429,31646,76075,50,1778,105,10,0,58422,40186,98608,50,1718,158,0,0
03-12-2012,HIMACHAL PRADESH,3,HAMIRPUR,18-03-2002,Nov-12,11593,45592,57185,60,1400,900,3,0,11593,45652,57245,36,1031,678,1,0
